tweet_id,in_reply_to_user_id,timestamp,source,text,retweeted_status_id,retweeted_status_user_id,retweeted_status_timestamp,expanded_urls,rating_numerator,rating_denominator,name,doggo,floof,pupper,puppo,jpg_url,img_num,p1,p1_conf,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,retwt_count,fav_count,stage
8.888049891996713e+17,,2017-07-22 16:56:37+00:00,Twitter for iPhone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,,,,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",13,10,Zeke,,,,,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1,golden_retriever,0.46976,labrador_retriever,0.184172,True,english_setter,0.0734817,True,4559,26080,
8.885549627242783e+17,,2017-07-22 00:23:06+00:00,Twitter for iPhone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,,,,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",13,10,Ralphus,,,,,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3,siberian_husky,0.700377,eskimo_dog,0.166511,True,malamute,0.111411,True,3732,20290,
8.880784344585871e+17,,2017-07-20 16:49:33+00:00,Twitter for iPhone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,,,,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",12,10,Gerald,,,,,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,french_bulldog,0.995026,pug,0.000931908,True,bull_mastiff,0.000903211,True,3653,22201,
8.877052893818266e+17,,2017-07-19 16:06:48+00:00,Twitter for iPhone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,,,,https://twitter.com/dog_rates/status/887705289381826560/photo/1,13,10,Jeffrey,,,,,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,basset,0.821664,redbone,0.0875815,True,weimaraner,0.0262364,True,5609,30779,
8.874739571039519e+17,,2017-07-19 00:47:34+00:00,Twitter for iPhone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,,,,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",13,10,Canela,,,,,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2,pembroke,0.809197,rhodesian_ridgeback,0.05495,True,beagle,0.0389148,True,18781,69871,
8.867368805193196e+17,,2017-07-16 23:58:41+00:00,Twitter for iPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",,,,"https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",13,10,Mingus,,,,,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,kuvasz,0.309706,great_pyrenees,0.186136,True,dandie_dinmont,0.0863463,True,3443,12306,
8.863661447344456e+17,,2017-07-15 23:25:31+00:00,Twitter for iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,,,,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",12,10,Roscoe,,,pupper,,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,french_bulldog,0.999201,chihuahua,0.000361178,True,boston_bull,7.55616e-05,True,3316,21524,pupper
8.859848000199475e+17,,2017-07-14 22:10:11+00:00,Twitter for iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,,,,https://twitter.com/dog_rates/status/885984800019947520/photo/1,12,10,Jimbo,,,,,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,blenheim_spaniel,0.972494,shih-tzu,0.00663012,True,bernese_mountain_dog,0.00623915,True,7097,33382,
8.855289432054702e+17,,2017-07-13 15:58:47+00:00,Twitter for iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,,,,https://twitter.com/dog_rates/status/885528943205470208/photo/1,13,10,Maisey,,,,,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,pug,0.369275,labrador_retriever,0.265835,True,kuvasz,0.134697,True,6683,36689,
8.849255217417093e+17,,2017-07-12 00:01:00+00:00,Twitter for iPhone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",,,,https://twitter.com/dog_rates/status/884925521741709313/photo/1,12,10,Earl,,,,,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,italian_greyhound,0.259916,american_staffordshire_terrier,0.198451,True,staffordshire_bullterrier,0.127725,True,16439,68152,
8.848767533904896e+17,,2017-07-11 20:47:12+00:00,Twitter for iPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,,,,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",13,10,Lola,,,,,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,chow,0.822103,norwich_terrier,0.106075,True,norfolk_terrier,0.0373485,True,6096,28514,
8.845628921456886e+17,,2017-07-11 00:00:02+00:00,Twitter for iPhone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,,,,https://twitter.com/dog_rates/status/884562892145688576/photo/1,13,10,Kevin,,,,,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,pug,0.5464060000000001,french_bulldog,0.404291,True,brabancon_griffon,0.0440019,True,5100,24765,
8.841626705843773e+17,,2017-07-09 21:29:42+00:00,Twitter for iPhone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,,,,https://twitter.com/dog_rates/status/884162670584377345/photo/1,12,10,Yogi,doggo,,,,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1,german_shepherd,0.707046,malinois,0.199396,True,norwegian_elkhound,0.0491476,True,3128,20771,doggo
8.838381229366313e+17,,2017-07-09 00:00:04+00:00,Twitter for iPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,,,,https://twitter.com/dog_rates/status/883838122936631299/photo/1,12,10,Noah,,,,,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1,doberman,0.610946,miniature_pinscher,0.299603,True,kelpie,0.0630203,True,3586,22349,
8.834828469330043e+17,,2017-07-08 00:28:19+00:00,Twitter for iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",,,,"https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1",5,10,Bella,,,,,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,golden_retriever,0.943082,labrador_retriever,0.032409,True,kuvasz,0.00550072,True,10407,46860,
8.833606908992184e+17,,2017-07-07 16:22:55+00:00,Twitter for iPhone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,,,,https://twitter.com/dog_rates/status/883360690899218434/photo/1,13,10,Grizzwald,,floofer,,,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1,chow,0.987997,tibetan_mastiff,0.00709872,True,newfoundland,0.00214033,True,3825,22986,floofer
8.827626945117348e+17,,2017-07-06 00:46:41+00:00,Twitter for iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,,,,https://twitter.com/dog_rates/status/882762694511734784/photo/1,12,10,Gus,,,pupper,,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,labrador_retriever,0.85005,chesapeake_bay_retriever,0.074257,True,flat-coated_retriever,0.0155793999999999,True,5134,28903,pupper
8.826272703216026e+17,,2017-07-05 15:48:34+00:00,Twitter for iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,,,,https://twitter.com/dog_rates/status/882627270321602560/photo/1,13,10,Stanley,,,,,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,pembroke,0.542982,chihuahua,0.251988,True,cardigan,0.107699,True,6342,28382,
8.822681101993697e+17,,2017-07-04 16:01:23+00:00,Twitter for iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,,,,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",13,10,Alfy,,,,,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,golden_retriever,0.762211,labrador_retriever,0.0989848999999999,True,cocker_spaniel,0.0171995,True,12118,45880,
8.816665953445356e+17,,2017-07-03 00:11:11+00:00,Twitter for iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,,,,https://twitter.com/dog_rates/status/881666595344535552/photo/1,13,10,Gary,,,,,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,saluki,0.529012,afghan_hound,0.250003,True,golden_retriever,0.160739,True,11099,51522,
8.804658323668132e+17,,2017-06-29 16:39:47+00:00,Twitter for iPhone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,,,,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",12,10,Bella,,,,,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,golden_retriever,0.913255,labrador_retriever,0.0263286,True,cocker_spaniel,0.00937082,True,6546,29075,
8.798624647159276e+17,,2017-06-28 00:42:13+00:00,Twitter for iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,,,,"https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1",13,10,Romeo,,,,,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3,basset,0.813507,beagle,0.146654,True,cocker_spaniel,0.00948502,True,3642,22667,
8.794158184251843e+17,,2017-06-26 19:07:24+00:00,Twitter for iPhone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,,,,https://twitter.com/dog_rates/status/879415818425184262/video/1,13,10,Duddles,,,,,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1,english_springer,0.383404,boston_bull,0.134967,True,cardigan,0.110481,True,45849,107956,
8.790082295310295e+17,,2017-06-25 16:07:47+00:00,Twitter for iPhone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,,,,https://twitter.com/dog_rates/status/879008229531029506/photo/1,13,10,Beau,,,,,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1,vizsla,0.960513,miniature_pinscher,0.00943065,True,american_staffordshire_terrier,0.0087113,True,2812,19317,
8.787760934230876e+17,,2017-06-25 00:45:22+00:00,Twitter for iPhone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,,,,"https://twitter.com/dog_rates/status/878776093423087618/photo/1,https://twitter.com/dog_rates/status/878776093423087618/photo/1",13,10,Snoopy,,,,puppo,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2,italian_greyhound,0.734684,whippet,0.1504869999999999,True,ibizan_hound,0.0397246,True,4319,19763,puppo
8.782815110064783e+17,,2017-06-23 16:00:04+00:00,Twitter for iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",,,,"https://www.gofundme.com/3yd6y1c,https://twitter.com/dog_rates/status/878281511006478336/photo/1",13,10,Shadow,,,,,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1,basset,0.32042,collie,0.215975,True,appenzeller,0.1285069999999999,True,1349,7913,
8.780576130401157e+17,,2017-06-23 01:10:23+00:00,Twitter for iPhone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,,,,"https://twitter.com/dog_rates/status/878057613040115712/photo/1,https://twitter.com/dog_rates/status/878057613040115712/photo/1",14,10,Emmy,,,,,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1,french_bulldog,0.839097,boston_bull,0.0787993999999999,True,toy_terrier,0.0152433999999999,True,7181,42876,
8.777364723291914e+17,,2017-06-22 03:54:17+00:00,Twitter for iPhone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,,,,"https://twitter.com/dog_rates/status/877736472329191424/photo/1,https://twitter.com/dog_rates/status/877736472329191424/photo/1",13,10,Aja,,,,,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2,chesapeake_bay_retriever,0.8379559999999999,labrador_retriever,0.0620342,True,weimaraner,0.0405991,True,17300,71144,
8.77316821321429e+17,,2017-06-21 00:06:44+00:00,Twitter for iPhone,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",,,,"https://twitter.com/dog_rates/status/877316821321428993/photo/1,https://twitter.com/dog_rates/status/877316821321428993/photo/1",13,10,Dante,,,,,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,1,saluki,0.5099670000000001,italian_greyhound,0.0904973,True,golden_retriever,0.0794058,True,5414,27907,
8.772018374259261e+17,,2017-06-20 16:29:50+00:00,Twitter for iPhone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,,,,"https://twitter.com/dog_rates/status/877201837425926144/photo/1,https://twitter.com/dog_rates/status/877201837425926144/photo/1",12,10,Nelly,,,,,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1,pembroke,0.93112,cardigan,0.0686982,True,basenji,8.17379e-05,True,5880,27755,
8.768381206285394e+17,,2017-06-19 16:24:33+00:00,Twitter for iPhone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,,,,"https://twitter.com/dog_rates/status/876838120628539392/photo/1,https://twitter.com/dog_rates/status/876838120628539392/photo/1",12,10,Ginger,,,pupper,,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1,bloodhound,0.575751,redbone,0.24097,True,tibetan_mastiff,0.0889348,True,3506,21125,pupper
8.764840539098726e+17,,2017-06-18 16:57:37+00:00,Twitter for iPhone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,,,,https://twitter.com/dog_rates/status/876484053909872640/photo/1,13,10,Benedict,,,,,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1,golden_retriever,0.874566,irish_terrier,0.0373542,True,chow,0.0167235999999999,True,2511,19163,
8.761202751961702e+17,,2017-06-17 16:52:05+00:00,Twitter for iPhone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",,,,https://twitter.com/dog_rates/status/876120275196170240/photo/1,13,10,Venti,,,,,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,1,bernese_mountain_dog,0.534327,saint_bernard,0.346312,True,greater_swiss_mountain_dog,0.0949327,True,4903,28490,
8.757477678675231e+17,,2017-06-16 16:11:53+00:00,Twitter for iPhone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",,,,https://twitter.com/dog_rates/status/875747767867523072/photo/1,13,10,Goose,,,,,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1,labrador_retriever,0.799551,chesapeake_bay_retriever,0.179975,True,vizsla,0.0046176,True,4497,25773,
8.746800970551788e+17,,2017-06-13 17:29:20+00:00,Twitter for iPhone,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,,,,https://twitter.com/dog_rates/status/874680097055178752/photo/1,12,10,Cash,,,,,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,1,labrador_retriever,0.836052,staffordshire_bullterrier,0.0470690999999999,True,beagle,0.0360071,True,4875,28439,
8.742967835806638e+17,,2017-06-12 16:06:11+00:00,Twitter for iPhone,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,,,,https://twitter.com/dog_rates/status/874296783580663808/photo/1,13,10,Jed,,,pupper,,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,1,cocker_spaniel,0.437216,miniature_poodle,0.2771909999999999,True,toy_poodle,0.157402,True,4308,26651,pupper
8.740129962925302e+17,,2017-06-11 21:18:31+00:00,Twitter for iPhone,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",,,,"https://twitter.com/dog_rates/status/874012996292530176/photo/1,https://twitter.com/dog_rates/status/874012996292530176/photo/1",13,10,Sebastian,,,,puppo,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,2,cardigan,0.806674,pembroke,0.116622,True,kelpie,0.0491819,True,11007,35501,puppo
8.732137756329779e+17,,2017-06-09 16:22:42+00:00,Twitter for iPhone,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",,,,"https://www.gofundme.com/help-my-baby-sierra-get-better,https://twitter.com/dog_rates/status/873213775632977920/photo/1,https://twitter.com/dog_rates/status/873213775632977920/photo/1",12,10,Sierra,,,pupper,,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,1,vizsla,0.6197819999999999,bloodhound,0.338069,True,chesapeake_bay_retriever,0.0126763,True,1667,7467,pupper
8.726208048440033e+17,,2017-06-08 01:06:27+00:00,Twitter for iPhone,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,,,,https://twitter.com/dog_rates/status/872620804844003328/photo/1,13,10,Monkey,,,,,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,1,cocker_spaniel,0.513191,sussex_spaniel,0.159088,True,standard_poodle,0.149509,True,3911,21309,
8.722617132944957e+17,,2017-06-07 01:19:32+00:00,Twitter for iPhone,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. 13/10 blessed as h*ck https://t.co/ejHvGDfWoa,,,,"https://twitter.com/dog_rates/status/872261713294495745/photo/1,https://twitter.com/dog_rates/status/872261713294495745/photo/1",13,10,Harry,,,,,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg,2,labrador_retriever,0.972019,flat-coated_retriever,0.00817828,True,chesapeake_bay_retriever,0.00735927,True,6649,35085,
8.718797546848051e+17,,2017-06-06 00:01:46+00:00,Twitter for iPhone,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 https://t.co/uK6PNyeh9w,,,,"https://twitter.com/dog_rates/status/871879754684805121/photo/1,https://twitter.com/dog_rates/status/871879754684805121/photo/1",13,10,Lassie,,,,,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,1,shetland_sheepdog,0.969171,collie,0.0182607,True,pomeranian,0.00851534,True,11918,39090,
8.717625216314491e+17,,2017-06-05 16:15:56+00:00,Twitter for iPhone,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg,,,,"https://twitter.com/dog_rates/status/871762521631449091/photo/1,https://twitter.com/dog_rates/status/871762521631449091/photo/1,https://twitter.com/dog_rates/status/871762521631449091/photo/1",12,10,Rover,,,pupper,,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,2,labrador_retriever,0.921393,golden_retriever,0.064608,True,bloodhound,0.00338337,True,3678,20787,pupper
8.706563178364682e+17,,2017-06-02 15:00:16+00:00,Twitter for iPhone,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: https://t.co/4hxnDOt1CV https://t.co/42ryYRQ2Q4",,,,"https://www.gofundme.com/help-fix-codys-torn-acl,https://twitter.com/dog_rates/status/870656317836468226/photo/1,https://twitter.com/dog_rates/status/870656317836468226/photo/1,https://twitter.com/dog_rates/status/870656317836468226/photo/1,https://twitter.com/dog_rates/status/870656317836468226/photo/1",13,10,Cody,,,,,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,4,pembroke,0.945495,cardigan,0.0458755,True,beagle,0.00432943,True,2817,12819,
